,month_name,year,query_count,query_text,month
3341,July,2014,9,Property appraisal,
3342,July,2014,9,permit application,
3343,July,2014,9,property surveyor,
3344,July,2014,9,trash collection,
3345,July,2014,9,felicia bender,
3346,July,2014,9,travel authorizations,
3347,July,2014,9,wedding,
3348,July,2014,9,job opportunities,
3349,July,2014,9,office of minority and Women Business Assistance,
3350,July,2014,9,missing persons,
3351,July,2014,9,information phone number,
3352,July,2014,9,live incidents,
3353,July,2014,9,bid,
3354,July,2014,9,Parking laws on streets,
3355,July,2014,9,business license application,
3356,July,2014,9,urban services district,
3357,July,2014,9,Metropolitan Nashville Airport Authority Ethics Code,
3358,July,2014,9,mail,
3359,July,2014,9,criminal courts,
3360,July,2014,9,metro pay plan,
3361,July,2014,9,pay ticket,
3362,July,2014,9,PILOT,
3363,July,2014,9,Human resources,
3364,July,2014,9,recent arrests,
3365,July,2014,9,phone number,
3366,July,2014,9,davidson county clerk,
3367,July,2014,9,joseph j o'neil death cert.,
3368,July,2014,9,divorce records,
3369,July,2014,9,swim meet,
3370,July,2014,9,e bid,
3371,July,2014,9,marriage licenses,
3372,July,2014,9,minute book c,
3373,July,2014,9,Phone number,
3374,July,2014,9,community event request,
3375,July,2014,9,property tax sale,
3376,July,2014,9,anthony alexander,
3377,July,2014,9,mill creek basin,
3378,July,2014,9,Water,
3379,July,2014,9,Arrest Records,
3380,July,2014,9,mugshot,
3381,July,2014,9,sevier park,
3382,July,2014,9,Auctions,
3383,July,2014,9,historic overlay,
3384,July,2014,9,PARCEL 65,
3385,July,2014,9,kimberly beard,
3386,July,2014,9,property assessment,
3387,July,2014,9,deeds,
3388,July,2014,9,municipal golf tourney,
3389,July,2014,9,fmla,
3390,July,2014,9,recent booking,
3391,July,2014,9,metro police,
3392,July,2014,9,septic,
3393,July,2014,9,nashville shores,
3394,July,2014,8,weather,
3395,July,2014,8,greenways,
3396,July,2014,8,early voting locations,
3397,July,2014,8,district map,
3398,July,2014,8,probation,
3399,July,2014,8,Arrest,
3400,July,2014,8,smoking rules,
3401,July,2014,8,Email,
3402,July,2014,8,file accident report,
3403,July,2014,8,Codes,
3404,July,2014,8,ebs,
3405,July,2014,8,parking in front of your house,
3406,July,2014,8,RFP,
3407,July,2014,8,assessor of property,
3408,July,2014,8,"metro council meeting July 1, 214",
3409,July,2014,8,classes,
3410,July,2014,8,big band dance,
3411,July,2014,8,metro clerk,
3412,July,2014,8,court dockets,
3413,July,2014,8,noise complaint,
3414,July,2014,8,kevin howard,
3415,July,2014,8,staff,
3416,July,2014,8,traffic accidents,
3417,July,2014,8,Accident reports,
3418,July,2014,8,parcel,
3419,July,2014,8,fire marshall,
3420,July,2014,8,human relations,
3421,July,2014,8,Enid,
3422,July,2014,8,calendar,
3423,July,2014,8,Mosquito,
3424,July,2014,8,Tax assessor,
3425,July,2014,8,community correction probation program,
3426,July,2014,8,ronya,
3427,July,2014,8,Davidson county,
3428,July,2014,8,ITS reports,
3429,July,2014,8,property assesor,
3430,July,2014,8,marriage records,
3431,July,2014,8,sexually oriented business license,
3432,July,2014,8,tax records,
3433,July,2014,8,retirement,
3434,July,2014,8,water main break,
3435,July,2014,8,metro maps,
3436,July,2014,8,golf tournament,
3437,July,2014,8,ems,
3438,July,2014,8,recent bookings,
3439,July,2014,8,election results,
3440,July,2014,8,brush removal,
3441,July,2014,8,downtown code,
3442,July,2014,8,iod pension,
3443,July,2014,8,waste,
3444,July,2014,8,parking meters,
3445,July,2014,8,paystub,
3446,July,2014,8,jury duty,
3447,July,2014,8,council agenda,
3448,July,2014,8,easements,
3449,July,2014,8,dog license,
3450,July,2014,8,certificate of occupancy,
3451,July,2014,8,rabies,
3452,July,2014,8,pay bill,
3453,July,2014,8,most wanted,
3454,July,2014,8,auto emissions locations,
3455,July,2014,8,lien release form,
3456,July,2014,8,codes violations,
3457,July,2014,8,buzzsaw,
3458,July,2014,8,patronizing prostitute arrests,
3459,July,2014,8,council insurance,
3460,July,2014,8,hunting,
3461,July,2014,8,employee assistance program,
3462,July,2014,8,transportation licensing,
3463,July,2014,8,vote employee,
3464,July,2014,8,cadets,
3465,July,2014,8,water outage,
3466,July,2014,8,metro action,
3467,July,2014,8,probation officer,
3468,July,2014,8,dental,
3469,July,2014,8,Richard Hudson,
3470,July,2014,8,supplier self service,
3471,July,2014,8,sales lots,
3472,July,2014,8,jail administrator job description,
3473,July,2014,8,travel,
3474,July,2014,8,emission testing,
3475,July,2014,7,mayors signs law,
3476,July,2014,7,brush,
3477,July,2014,7,sewer charge,
3478,July,2014,7,nashville fire,
3479,July,2014,7,rodney,
3480,July,2014,7,Meth,
3481,July,2014,7,job,
3482,July,2014,7,public works construction,
3483,July,2014,7,office of innovation,
3484,July,2014,7,construction easements,
3485,July,2014,7,employee self service log in,
3486,July,2014,7,development tracker,
3487,July,2014,7,tax,
3488,July,2014,7,water rates,
3489,July,2014,7,holidays,
3490,July,2014,7,license,
3491,July,2014,7,libraries,
3492,July,2014,7,metro pay plan 2014,
3493,July,2014,7,metro parks,
3494,July,2014,7,Sales and use tax payment,
3495,July,2014,7,how money is spent,
3496,July,2014,7,Surplus,
3497,July,2014,7,events,
3498,July,2014,7,fire department active incidents,
3499,July,2014,7,sandra campbell,
3500,July,2014,7,domestic partnership,
3501,August,2014,242,ebid,
3502,August,2014,163,property maps,
3503,August,2014,144,jobs,
3504,August,2014,132,police,
3505,August,2014,120,animal control,
3506,August,2014,118,maps,
3507,August,2014,102,employment,
3508,August,2014,98,human resources,
3509,August,2014,91,ess,
3510,August,2014,89,media releases,
3511,August,2014,83,permits,
3512,August,2014,80,criminal court clerk,
3513,August,2014,76,inmate search,
3514,August,2014,70,codes,
3515,August,2014,66,property assessor,
3516,August,2014,61,employee self service,
3517,August,2014,60,media release,
3518,August,2014,60,arrest records,
3519,August,2014,60,zoning,
3520,August,2014,58,Animal control,
3521,August,2014,57,public works,
3522,August,2014,56,metro water,
3523,August,2014,55,accident report,
3524,August,2014,51,criminal court,
3525,August,2014,49,iprocurement,
3526,August,2014,48,election results,
3527,August,2014,48,property tax,
3528,August,2014,44,water,
3529,August,2014,44,library,
3530,August,2014,43,warrants,
3531,August,2014,43,birth certificate,
3532,August,2014,42,civil service,
3533,August,2014,41,marriage license,
3534,August,2014,39,payroll,
3535,August,2014,38,register of deeds,
3536,August,2014,38,election,
3537,August,2014,37,recycling,
3538,August,2014,37,property taxes,
3539,August,2014,37,police department,
3540,August,2014,35,open data,
3541,August,2014,35,assessor,
3542,August,2014,34,county clerk,
3543,August,2014,34,sheriff,
3544,August,2014,34,health department,
3545,August,2014,33,pay scale,
3546,August,2014,33,job openings,
3547,August,2014,32,birth certificates,
3548,August,2014,32,animal shelter,
3549,August,2014,32,traffic,
3550,August,2014,32,accident reports,
3551,August,2014,31,benefits,
3552,August,2014,31,business license,
3553,August,2014,30,solicitation of prostitution mug shot,
3554,August,2014,30,trash,
3555,August,2014,30,criminal records,
3556,August,2014,30,careers,
3557,August,2014,30,building permits,
3558,August,2014,30,isupplier,
3559,August,2014,30,inside metro,
3560,August,2014,29,building permit,
3561,August,2014,29,police dept,
3562,August,2014,29,police reports,
3563,August,2014,28,Jobs,
3564,August,2014,28,public records,
3565,August,2014,28,im,
3566,August,2014,28,election commission,
3567,August,2014,28,trustee,
3568,August,2014,27,tax assessor,
3569,August,2014,26,planning,
3570,August,2014,26,map,
3571,August,2014,26,purchasing,
3572,August,2014,26,property,
3573,August,2014,26,voting,
3574,August,2014,26,police report,
3575,August,2014,26,mapping,
3576,August,2014,25,food trucks,
3577,August,2014,25,gis,
3578,August,2014,25,procurement,
3579,August,2014,25,chancery court,
3580,August,2014,25,recycle,
3581,August,2014,25,metro maps,
3582,August,2014,25,fairgrounds,
3583,August,2014,25,Police,
3584,August,2014,25,arrests,
3585,August,2014,24,fire department,
3586,August,2014,24,web pro,
3587,August,2014,24,civil service rules,
3588,August,2014,23,head start,
3589,August,2014,23,Ebid,
3590,August,2014,23,parks,
3591,August,2014,23,stormwater,
3592,August,2014,23,Employment,
3593,August,2014,23,vital records,
3594,August,2014,22,Drug bust,
3595,August,2014,22,bids,
3596,August,2014,22,application,
3597,August,2014,22,Job openings,
3598,August,2014,22,pay plan,
3599,August,2014,22,forms,
3600,August,2014,22,check job status,
3601,August,2014,21,brush pickup,
3602,August,2014,21,sportsplex,
3603,August,2014,21,meccc,
3604,August,2014,21,roy dunaway,
3605,August,2014,21,zoning map,
3606,August,2014,21,water services,
3607,August,2014,21,data,
3608,August,2014,20,salaries,
3609,August,2014,20,email,
3610,August,2014,20,composters,
3611,August,2014,20,noise ordinance,
3612,August,2014,20,building codes,
3613,August,2014,19,Warrants,
3614,August,2014,19,mug shots,
3615,August,2014,19,accident report form,
3616,August,2014,18,crime map,
3617,August,2014,18,codes administration,
3618,August,2014,18,Property maps,
3619,August,2014,18,sample ballot,
3620,August,2014,18,benefit board,
3621,August,2014,18,community education,
3622,August,2014,18,notary,
3623,August,2014,17,parthenon,
3624,August,2014,17,Parthenon,
3625,August,2014,17,live on the green,
3626,August,2014,17,fingerprinting,
3627,August,2014,17,unemployment,
3628,August,2014,17,PACKAGE,
3629,August,2014,17,dmv,
3630,August,2014,17,BL2014-770,
3631,August,2014,17,zoning code,
3632,August,2014,17,animal,
3633,August,2014,17,accessory structure building codes,
3634,August,2014,16,traffic incidents,
3635,August,2014,16,pdweb,
3636,August,2014,16,property setbacks,
3637,August,2014,16,nashville fire department,
3638,August,2014,16,traffic accidents,
3639,August,2014,16,early voting,
3640,August,2014,16,centennial park,
3641,August,2014,16,underground utilities,
3642,August,2014,16,arrest record,
3643,August,2014,16,impound auction,
3644,August,2014,16,warrant,
3645,August,2014,16,Election results,
3646,August,2014,16,Codes administration,
3647,August,2014,16,mugshots,
3648,August,2014,16,jobs openings,
3649,August,2014,15,mdha,
3650,August,2014,15,Landfill sites,
3651,August,2014,15,divorce,
3652,August,2014,15,permit,
3653,August,2014,15,wic,
3654,August,2014,15,salary,
3655,August,2014,15,e permits,
3656,August,2014,15,inmates,
3657,August,2014,15,fmla,
3658,August,2014,15,vote,
3659,August,2014,15,mnps,
3660,August,2014,14,weather,
3661,August,2014,14,germantown,
3662,August,2014,14,dump,
3663,August,2014,14,GIS,
3664,August,2014,14,ADDRESS CHANGE,
3665,August,2014,14,parking,
3666,August,2014,14,parks and recreation,
3667,August,2014,14,auction,
3668,August,2014,14,Roy Dunaway,
3669,August,2014,14,Media releases,
3670,August,2014,14,Media release,
3671,August,2014,14,human resource,
3672,August,2014,14,Careers,
3673,August,2014,14,property records,
3674,August,2014,14,pay,
3675,August,2014,14,emissions testing,
3676,August,2014,14,garage height,
3677,August,2014,14,property map,
3678,August,2014,14,codes department,
3679,August,2014,14,background check,
3680,August,2014,14,street lights,
3681,August,2014,14,"""performance audit""",
3682,August,2014,14,sidewalk,
3683,August,2014,14,notary application form,
3684,August,2014,14,sheriff's office,
3685,August,2014,14,dog license,
3686,August,2014,14,Appraisal property,
3687,August,2014,14,planning commission,
3688,August,2014,14,e permit,
3689,August,2014,13,greenways,
3690,August,2014,13,Election commission,
3691,August,2014,13,circuit court,
3692,August,2014,13,notary application,
3693,August,2014,13,community service,
3694,August,2014,13,planning department,
3695,August,2014,13,davidson county sunday construction ordinance,
3696,August,2014,13,brush pick up,
3697,August,2014,13,cumberland park,
3698,August,2014,13,daily booking list,
3699,August,2014,13,google,
3700,August,2014,13,social services,
3701,August,2014,13,interactive maps,
3702,August,2014,13,nashville convention center,
3703,August,2014,13,arrest records by name,
3704,August,2014,13,warrant search,
3705,August,2014,13,Employment opportunities,
3706,August,2014,13,metro animal control,
3707,August,2014,13,sheriff office,
3708,August,2014,13,court clerk,
3709,August,2014,13,drivers license,
3710,August,2014,13,employee newsletters,
3711,August,2014,12,"""medical examiner""",
3712,August,2014,12,job,
3713,August,2014,12,fingerprint,
3714,August,2014,12,Ice skating schedule,
3715,August,2014,12,kiva,
3716,August,2014,12,tax assessors,
3717,August,2014,12,dog pound,
3718,August,2014,12,fraud lieutenant,
3719,August,2014,12,Criminal court clerk,
3720,August,2014,12,ordinances,
3721,August,2014,12,property assesor,
3722,August,2014,12,how to search inmates,
3723,August,2014,12,"election results august 7, 2014",
3724,August,2014,12,Traffic,
3725,August,2014,12,demographics,
3726,August,2014,12,Burkitt Place Subdivision,
3727,August,2014,12,metro codes,
3728,August,2014,12,general sessions court,
3729,August,2014,12,Sandwich boards,
3730,August,2014,12,arrest warrants,
3731,August,2014,12,wave country,
3732,August,2014,12,vehicle registration,
3733,August,2014,12,certificate of occupancy,
3734,August,2014,12,form 105,
3735,August,2014,12,schools,
3736,August,2014,12,employee salaries,
3737,August,2014,11,fire dept,
3738,August,2014,11,deputy,
3739,August,2014,11,election results 2014,
3740,August,2014,11,holidays,
3741,August,2014,11,sexually oriented,
3742,August,2014,11,court,
3743,August,2014,11,Codes,
3744,August,2014,11,bill of sale,
3745,August,2014,11,assessor of property,
3746,August,2014,11,change of address,
3747,August,2014,11,IOD,
3748,August,2014,11,case search,
3749,August,2014,11,property search,
3750,August,2014,11,order of protection,
3751,August,2014,11,Police department,
3752,August,2014,11,employee handbook,
3753,August,2014,11,bid,
3754,August,2014,11,tennessee state fair,
3755,August,2014,11,Pool,
3756,August,2014,11,marriage records,
3757,August,2014,11,calendar,
3758,August,2014,11,finance,
3759,August,2014,11,jail,
3760,August,2014,11,Accident report,
3761,August,2014,11,state fair,
3762,August,2014,11,online application,
3763,August,2014,11,mta,
3764,August,2014,11,housing,
3765,August,2014,11,jury duty,
3766,August,2014,11,Recycling,
3767,August,2014,11,code,
3768,August,2014,11,child support,
3769,August,2014,11,property assessment,
3770,August,2014,11,domestic partner,
3771,August,2014,11,death certificate,
3772,August,2014,11,sale,
3773,August,2014,11,parking permit,
3774,August,2014,11,pay scale 2014,
3775,August,2014,10,longevity,
3776,August,2014,10,transportation study group,
3777,August,2014,10,directory,
3778,August,2014,10,EBID,
3779,August,2014,10,wedding,
3780,August,2014,10,Arrest records,
3781,August,2014,10,metro holidays,
3782,August,2014,10,alarm permit,
3783,August,2014,10,southeast community center,
3784,August,2014,10,water services organization chart,
3785,August,2014,10,courts,
3786,August,2014,10,hr,
3787,August,2014,10,inmate lookup,
3788,August,2014,10,ecc,
3789,August,2014,10,nasville first day of schools policy,
3790,August,2014,10,family service specialist position,
3791,August,2014,10,Animal,
3792,August,2014,10,riverfront park,
3793,August,2014,10,Code amendments,
3794,August,2014,10,antioch high school,
3795,August,2014,10,recent bookings,
3796,August,2014,10,std testing,
3797,August,2014,10,metro 3,
3798,August,2014,10,arrest,
3799,August,2014,10,where do employees park at the James k Polk building,
3800,August,2014,10,waste,
3801,August,2014,10,most wanted,
3802,August,2014,10,Alcohol,
3803,August,2014,10,marriage,
3804,August,2014,10,Payroll,
3805,August,2014,10,records,
3806,August,2014,10,court dates,
3807,August,2014,9,Innovation,
3808,August,2014,9,cockrill bend park,
3809,August,2014,9,file accident report,
3810,August,2014,9,job application,
3811,August,2014,9,police academy,
3812,August,2014,9,zoning codes,
3813,August,2014,9,Occupancy Permit,
3814,August,2014,9,budget book,
3815,August,2014,9,Fort Nashborough,
3816,August,2014,9,medical examiner,
3817,August,2014,8,landfill,
3818,August,2014,9,metro public health dept application,
3819,August,2014,9,alarm registration,
3820,August,2014,9,traffic school,
3821,August,2014,9,insurance,
3822,August,2014,9,deed,
3823,August,2014,9,crosslin,
3824,August,2014,9,property tax appraisal,
3825,August,2014,9,inmate information,
3826,August,2014,9,camping,
3827,August,2014,9,property lines,
3828,August,2014,9,nashville next,
3829,August,2014,9,permit bond form,
3830,August,2014,9,Public works,
3831,August,2014,9,cloverland drive,
3832,August,2014,9,Parking,
3833,August,2014,9,voter,
3834,August,2014,9,about me,
3835,August,2014,9,first day of school administrative leave,
3836,August,2014,9,Web pro,
3837,August,2014,9,police media releases,
3838,August,2014,9,food stamps,
3839,August,2014,9,most wanted fugitives,
3840,August,2014,9,public records search,
3841,August,2014,9,Inmate photos,
3842,August,2014,9,Nolensville College Grove,
3843,August,2014,9,COPPER,
3844,August,2014,9,voter registration,
3845,August,2014,9,Big band dances,
3846,August,2014,9,FMLA,
3847,August,2014,9,Centennial park,
3848,August,2014,9,notary public,
3849,August,2014,9,flood map,
3850,August,2014,9,MECCC,
3851,August,2014,9,downtown code,
3852,August,2014,9,mayor's newsletter walk 100,
3853,August,2014,9,Inmate search,
3854,August,2014,9,public schools,
3855,August,2014,9,metro action,
3856,August,2014,9,traffic and parking,
3857,August,2014,9,Library,
3858,August,2014,9,general services,
3859,August,2014,9,sherry davis,
3860,August,2014,9,pay bill,
3861,August,2014,9,garbage,
3862,August,2014,9,metro public schools,
3863,August,2014,9,sheriff's department,
3864,August,2014,9,deeds,
3865,August,2014,9,civil court clerk,
3866,August,2014,9,hours,
3867,August,2014,9,Country music stars,
3868,August,2014,9,permits for driveways,
3869,August,2014,9,study and formulating,
3870,August,2014,9,sheriff office inmate search,
3871,August,2014,9,warrants division,
3872,August,2014,8,ice skating,
3873,August,2014,8,Property tax,
3874,August,2014,8,metro public works,
3875,August,2014,8,precinct finder,
3876,August,2014,8,candidates,
3877,August,2014,8,adult education,
3878,August,2014,8,cane ridge,
3879,August,2014,8,inmate,
3880,August,2014,8,rape,
3881,August,2014,8,Email,
3882,August,2014,8,GED Program,
3883,August,2014,8,mccabe,
3884,August,2014,8,grandfathering,
3885,August,2014,8,organizational chart,
3886,August,2014,8,Surplus,
3887,August,2014,8,Marriage license,
3888,August,2014,8,events,
3889,August,2014,8,its,
3890,August,2014,8,population,
3891,August,2014,8,Nashville shores,
3892,August,2014,8,bagging parking meter,
3893,August,2014,8,lentz,
3894,August,2014,8,circuit clerk,
3895,August,2014,8,traffic tickets,
3896,August,2014,8,when is electrical permit needed,
3897,August,2014,8,employee benefits,
3898,August,2014,8,1805 otter creek,
3899,August,2014,8,Marriage,
3900,August,2014,8,crime stoppers,
3901,August,2014,8,elections,
3902,August,2014,8,metro court house,
3903,August,2014,8,traffic court,
3904,August,2014,8,road closures,
3905,August,2014,8,metro animal care and control,
3906,August,2014,8,school crossing guards,
3907,August,2014,8,claims,
3908,August,2014,8,property tax records,
3909,August,2014,8,urban zoning overlay,
3910,August,2014,8,school bus stop codes,
3911,August,2014,8,public library,
3912,August,2014,8,Zoning,
3913,August,2014,8,Pay scale,
3914,August,2014,8,metro water services,
3915,August,2014,8,divorce records,
3916,August,2014,8,email employee login,
3917,August,2014,8,Maps,
3918,August,2014,8,grading permit,
3919,August,2014,8,zoning ordinance,
3920,August,2014,8,pool,
3921,August,2014,8,BL2014-771,
3922,August,2014,8,2010 flood,
3923,August,2014,8,Trash,
3924,August,2014,8,Most wanted,
3925,August,2014,8,Parthenon hours,
3926,August,2014,8,seizure,
3927,August,2014,8,marriage licence,
3928,August,2014,8,dogs,
3929,August,2014,8,booking log,
3930,August,2014,8,storm water,
3931,August,2014,8,Linda Thompson,
3932,August,2014,8,annual enrollment,
3933,August,2014,8,ballot,
3934,August,2014,8,title 17.32,
3935,August,2014,8,active incidents,
3936,August,2014,8,taxes,
3937,August,2014,8,burn permit,
3938,August,2014,8,plumbing inspection,
3939,August,2014,8,Chancery Court Chancellors,
3940,August,2014,8,sheriffs office,
3941,August,2014,8,Parks,
3942,August,2014,8,Boat rentals nashville,
3943,August,2014,8,"""water services""",
3944,August,2014,8,buzzsaw,
3945,August,2014,8,nashville west,
3946,August,2014,8,indigent burial,
3947,August,2014,8,login,
3948,August,2014,8,jefferson street,
3949,August,2014,8,self service,
3950,August,2014,8,Electric permit,
3951,August,2014,7,Oak hill,
3952,August,2014,7,metro employee salaries,
3953,August,2014,7,Arrests,
3954,August,2014,7,notary renewal,
3955,August,2014,7,traffic ticket,
3956,August,2014,7,copy of certificate of occupancy,
3957,August,2014,7,Daily booking list,
3958,August,2014,7,grease trap specs 1500 gallon,
3959,August,2014,7,where do i vote,
3960,August,2014,7,license,
3961,August,2014,7,c,
3962,August,2014,7,health,
3963,August,2014,7,ordinance,
3964,August,2014,7,Sheriff,
3965,August,2014,7,vested,
3966,August,2014,7,commodity codes,
3967,August,2014,7,metro parks,
3968,August,2014,7,recreational area ordinances,
3969,August,2014,7,property owner,
3970,August,2014,7,"""conservancy""",
3971,August,2014,7,sobriety checkpoints,
3972,August,2014,7,duplex,
3973,August,2014,7,traffic report,
3974,August,2014,7,tresspassing on private property,
3975,August,2014,7,ESS,
3976,August,2014,7,zoning department,
3977,August,2014,7,grease trap specs,
3978,August,2014,7,Percy Warner Park,
3979,August,2014,7,new greenway,
3980,August,2014,7,bereavement,
3981,August,2014,7,mayors 5k 2014,
3982,August,2014,7,asbestos,
3983,August,2014,7,auto impound,
3984,August,2014,7,driver accident report forms,
3985,August,2014,7,tag renewal,
3986,August,2014,7,noise,
3987,August,2014,7,criminal background checks,
3988,August,2014,7,ROBERT MOSELEY,
3989,August,2014,7,magnet program,
3990,August,2014,7,internship,
3991,August,2014,7,Property Maps,
3992,August,2014,7,Map,
3993,August,2014,7,Dog bites,
3994,August,2014,7,electrical panels in bedrooms,
3995,August,2014,7,Right of way laws building on,
3996,August,2014,7,davidson county resent arrest,
3997,August,2014,7,warrants for arrest davidson county,
3998,August,2014,7,case information,
3999,August,2014,7,Mattress,
4000,August,2014,7,residential fence,
4001,September,2014,184,property maps,
4002,September,2014,183,ebid,
4003,September,2014,183,annual enrollment,
4004,September,2014,178,jobs,
4005,September,2014,120,employee self service,
4006,September,2014,119,employment,
4007,September,2014,115,maps,
4008,September,2014,106,animal control,
4009,September,2014,103,gis,
4010,September,2014,97,police,
4011,September,2014,97,human resources,
4012,September,2014,95,ess,
4013,September,2014,91,media releases,
4014,September,2014,81,800 2nd avenue,
4015,September,2014,75,permits,
4016,September,2014,71,codes,
4017,September,2014,70,criminal court clerk,
4018,September,2014,69,Animal control,
4019,September,2014,68,inmate search,
4020,September,2014,68,Civil service commission,
4021,September,2014,61,zoning,
4022,September,2014,60,im,
4023,September,2014,59,public works,
4024,September,2014,56,payroll,
4025,September,2014,55,internships,
4026,September,2014,54,register of deeds,
4027,September,2014,52,property taxes,
4028,September,2014,51,property tax,
4029,September,2014,50,accident report,
4030,September,2014,46,metro action commission meeting minutes,
4031,September,2014,46,library,
4032,September,2014,46,media release,
4033,September,2014,46,civil service rules,
4034,September,2014,43,inside metro,
4035,September,2014,42,benefits,
4036,September,2014,42,property assessor,
4037,September,2014,40,business license,
4038,September,2014,38,unemployment,
4039,September,2014,38,compensation study,
4040,September,2014,38,assessor,
4041,September,2014,37,warrants,
4042,September,2014,37,police department,
4043,September,2014,35,water,
4044,September,2014,35,metro water,
4045,September,2014,34,open enrollment,
4046,September,2014,34,property,
4047,September,2014,33,forms,
4048,September,2014,32,building permit,
4049,September,2014,32,recycling,
4050,September,2014,32,careers,
4051,September,2014,32,accident reports,
4052,September,2014,31,Jobs,
4053,September,2014,31,building permits,
4054,September,2014,31,police report,
4055,September,2014,30,trash,
4056,September,2014,30,birth certificate,
4057,September,2014,30,letter of credit,
4058,September,2014,29,parks,
4059,September,2014,29,Media releases,
4060,September,2014,29,civil service commission,
4061,September,2014,29,noise ordinance,
4062,September,2014,28,fingerprinting,
4063,September,2014,28,civil service,
4064,September,2014,27,procurement,
4065,September,2014,27,criminal court,
4066,September,2014,27,traffic,
4067,September,2014,27,mapping,
4068,September,2014,26,map,
4069,September,2014,26,tax assessor,
4070,September,2014,26,iprocurement,
4071,September,2014,26,Police,
4072,September,2014,25,marriage license,
4073,September,2014,25,arrest records,
4074,September,2014,24,meccc,
4075,September,2014,24,trustee,
4076,September,2014,23,crime map,
4077,September,2014,23,bridges to care,
4078,September,2014,23,increment increase,
4079,September,2014,23,codes department,
4080,September,2014,22,traffic incidents,
4081,September,2014,22,county clerk,
4082,September,2014,22,stormwater fees,
4083,September,2014,22,Ebid,
4084,September,2014,22,criminal records,
4085,September,2014,22,salary,
4086,September,2014,22,web pro,
4087,September,2014,22,health department,
4088,September,2014,22,Annual Enrollment,
4089,September,2014,22,ebid nashville,
4090,September,2014,21,animal shelter,
4091,September,2014,21,stormwater,
4092,September,2014,21,Criminal court clerk,
4093,September,2014,21,chancery court,
4094,September,2014,21,police reports,
4095,September,2014,20,brush pickup,
4096,September,2014,20,civil service commision,
4097,September,2014,20,sportsplex,
4098,September,2014,20,warrant search,
4099,September,2014,20,arrests,
4100,September,2014,20,mugshots,
4101,September,2014,20,marriage,
4102,September,2014,20,building codes,
4103,September,2014,19,Employment,
4104,September,2014,19,clerk,
4105,September,2014,19,retirement,
4106,September,2014,19,basement,
4107,September,2014,19,drivers license,
4108,September,2014,19,Mary Stephens,
4109,September,2014,18,google,
4110,September,2014,18,warrant,
4111,September,2014,18,sheriff,
4112,September,2014,18,isupplier,
4113,September,2014,18,arrest,
4114,September,2014,18,email,
4115,September,2014,18,locate properties,
4116,September,2014,18,Amendments for Brentwood Chase PUD,
4117,September,2014,18,mnps,
4118,September,2014,17,mdha,
4119,September,2014,17,road closures,
4120,September,2014,17,emissions testing,
4121,September,2014,17,purchasing,
4122,September,2014,17,iSupplier,
4123,September,2014,17,internship,
4124,September,2014,16,booking log,
4125,September,2014,16,planning,
4126,September,2014,16,lisa,
4127,September,2014,16,parking,
4128,September,2014,16,bids,
4129,September,2014,16,budget book,
4130,September,2014,16,Zoning,
4131,September,2014,16,election commission,
4132,September,2014,16,e permits,
4133,September,2014,16,sheriffs office,
4134,September,2014,16,vital records,
4135,September,2014,15,weather,
4136,September,2014,15,circuit court,
4137,September,2014,15,vehicle registration,
4138,September,2014,15,public defenders office,
4139,September,2014,15,Robert Keith Ross Sr.,
4140,September,2014,15,codes administration,
4141,September,2014,15,mark macy,
4142,September,2014,15,Property maps,
4143,September,2014,15,variance,
4144,September,2014,15,council by laws,
4145,September,2014,15,public records,
4146,September,2014,15,auction,
4147,September,2014,15,pay scale,
4148,September,2014,15,gang members,
4149,September,2014,15,property records,
4150,September,2014,9,fingerprint,
4151,September,2014,15,richard adams,
4152,September,2014,15,divorce records,
4153,September,2014,15,delinquent tax sale,
4154,September,2014,15,hydrant,
4155,September,2014,15,impound auction,
4156,September,2014,15,brush pick up,
4157,September,2014,15,flu shots,
4158,September,2014,15,circuit court clerk,
4159,September,2014,15,application,
4160,September,2014,15,incident report,
4161,September,2014,15,owner driver accident report,
4162,September,2014,14,parthenon,
4163,September,2014,14,birth certificates,
4164,September,2014,14,IM,
4165,September,2014,14,ebs,
4166,September,2014,14,Retirement age,
4167,September,2014,14,Animal shelter,
4168,September,2014,14,microsoft home use program,
4169,September,2014,14,building permit application,
4170,September,2014,14,juvenile court,
4171,September,2014,14,pay chart,
4172,September,2014,14,address,
4173,September,2014,14,pay plan,
4174,September,2014,14,PUD Regulations,
4175,September,2014,14,pension,
4176,September,2014,14,zoning map,
4177,September,2014,14,animal,
4178,September,2014,14,rfp,
4179,September,2014,14,Annual enrollment,
4180,September,2014,14,alley,
4181,September,2014,14,data,
4182,September,2014,14,employee directory,
4183,September,2014,14,employee salaries,
4184,September,2014,13,criminal clerk,
4185,September,2014,13,job descriptions,
4186,September,2014,13,property search,
4187,September,2014,13,traffic tickets,
4188,September,2014,13,mission statement,
4189,September,2014,13,centennial park,
4190,September,2014,13,Birth certificate,
4191,September,2014,13,google.com,
4192,September,2014,13,Animal,
4193,September,2014,13,volunteer,
4194,September,2014,13,sheriff pay,
4195,September,2014,13,fmla,
4196,September,2014,13,absentee ballot,
4197,September,2014,13,Metro action,
4198,September,2014,13,population,
4199,September,2014,13,calculator,
4200,September,2014,12,dmv,
4201,September,2014,12,clerks office,
4202,September,2014,12,metro action commission,
4203,September,2014,12,report,
4204,September,2014,12,Media release,
4205,September,2014,12,bid,
